Filename,HTID,Author,Title,Year
uva_x030805558.json,uva.x030805558,Wilhelm Raabe,Das Horn Von Wanza,1881
njp_32101069152328.json,njp.32101069152328,Wilhelm Raabe,Im Alten Eisen,1887
wu_89006686109.json,wu.89006686109,Wilhelm Raabe,Unruhige Göste,1885
wu_89006686422.json,wu.89006686422,Wilhelm Raabe,Frau Salome,1875
njp_32101069152419.json,njp.32101069152419,Wilhelm Raabe,Abu Telfan,1867
hvd_hny5ik.json,hvd.hny5ik,Wilhelm Raabe,Der Lar,1889
mdp_39015064525333.json,mdp.39015064525333,Wilhelm Raabe,Kloster Lugau,1894
hvd_hn3gpp.json,hvd.hn3gpp,Wilhelm Raabe,Else Von Der Tanne,1865
hvd_hny5ii.json,hvd.hny5ii,Wilhelm Raabe,Pfisters Mühle,1884
wu_89067093567.json,wu.89067093567,Wilhelm Raabe,Hastenbeck,1889
mdp_39015064447181.json,mdp.39015064447181,Wilhelm Raabe,Zum Wilden Mann,1884
mdp_39015064525499.json,mdp.39015064525499,Wilhelm Raabe,Horacker,1876
uiuo_ark+=13960=t2j67r71r.json,uiuo.ark:/13960/t2j67r71r,Wilhelm Raabe,Nach Dem Großen Krieg,1861
wu_89079568028.json,wu.89079568028,Wilhelm Raabe,Prinzessin Fisch; Villa Schönow,1883
wu_89006686448.json,wu.89006686448,Wilhelm Raabe,Fabian Und Sebastian,1882
inu_30000115241535.json,inu.30000115241535,Wilhelm Raabe,Unseres Herrgotts Canzlei,1862
njp_32101069152302.json,njp.32101069152302,Wilhelm Raabe,Meister Autor Oder Die Geschichten Vom Versunkenen Garten,1874
uiug_30112055872268.json,uiug.30112055872268,Wilhelm Raabe,Die Schwarze Geleere; Wer Kann Es Wenden?,1861
uc1_b3160397.json,uc1.b3160397,Theodor Storm,Zur »Wald- Und Wasserfreude«,1878
uc1_b4729905.json,uc1.b4729905,Theodor Storm,Ein Stiller Musikant,1875
njp_32101068171741.json,njp.32101068171741,Theodor Storm,Wenn Die Äpfel Reif Sind,1857
njp_32101072907890.json,njp.32101072907890,Theodor Storm,Es Waren Zwei Königskinder,1884
njp_32101072907932.json,njp.32101072907932,Theodor Storm,Zur Chronik Von Griehuus,1884
wu_89075110361.json,wu.89075110361,Theodor Storm,Vor Zeiten,1886
uc1_b3160398.json,uc1.b3160398,Theodor Storm,In Der Sommer-Mondnacht,1860
wu_89006187801.json,wu.89006187801,Theodor Storm,Eekenhof; Im Brauer-Haufe,1879
wu_89006131775.json,wu.89006131775,Theodor Storm,"Der Herr Etatsrat, Die Söhne Des Senators",1881
mdp_39015064520615.json,mdp.39015064520615,Theodor Storm,Schweigen,1883
wu_89006187835.json,wu.89006187835,Theodor Storm,Auf Der Universitöt,1863
mdp_39015065918453.json,mdp.39015065918453,Theodor Storm,Ein Bekenntnis,1887
mdp_39015064520680.json,mdp.39015064520680,Theodor Storm,In St. Jürgen,1867
uc1_$b613332.json,uc1.$b613332,Gerhart Hauptmann,Hanneles Himmelfahrt,1894
mdp_39015030129715.json,mdp.39015030129715,Gerhart Hauptmann,Der Rote Hahn,1901
mdp_39015064451324.json,mdp.39015064451324,Gerhart Hauptmann,Elga,1905
mdp_39015064503348.json,mdp.39015064503348,Gerhart Hauptmann,Die Ratten,1911
njp_32101069188140.json,njp.32101069188140,Gerhart Hauptmann,Schluck Und Jau,1900
mdp_39015030129632.json,mdp.39015030129632,Gerhart Hauptmann,Michael Kramer,1900
uc1_b3837190.json,uc1.b3837190,Gerhart Hauptmann,Die Jungfern Vom Bischofsberg,1907
uc1_$b468709.json,uc1.$b468709,Gerhart Hauptmann,College Crampton,1896
mdp_39015064520334.json,mdp.39015064520334,Gerhart Hauptmann,Die Versunkene Glocke,1897
hvd_hx1pxu.json,hvd.hx1pxu,Gerhart Hauptmann,Kaiser Karls Geisel. Ein Legendenspiel,1908
hvd_hny6uz.json,hvd.hny6uz,Gerhart Hauptmann,Und Pippa Tanzt,1906
uc1_$b613466.json,uc1.$b613466,Gerhart Hauptmann,Winterballade,1917
coo_31924026236756.json,coo.31924026236756,Gerhart Hauptmann,Die Weber,1892
uc1_31175023760559.json,uc1.31175023760559,Gerhart Hauptmann,Familiendramen,1906
umn_31951002086151y.json,umn.31951002086151y,Gerhart Hauptmann,Der Ketzer Von Soana,1918
hvd_hx1pxs.json,hvd.hx1pxs,Gerhart Hauptmann,Rose Bernd,1903
coo_31924026352439.json,coo.31924026352439,Gerhart Hauptmann,Einsame Menschen,1891
mdp_39015030129970.json,mdp.39015030129970,Gerhart Hauptmann,Atlantis,1912
nyp_33433075745491.json,nyp.33433075745491,Gerhart Hauptmann,Florian Geyer,1896
njp_32101069187761.json,njp.32101069187761,Gerhart Hauptmann,Gabriel Schillings Flucht,1912
mdp_39015069622259.json,mdp.39015069622259,Gerhart Hauptmann,Der Arme Heinrich,1902
uc1_$b622811.json,uc1.$b622811,Gerhart Hauptmann,"Der Narr In Christo, Emanuel Quit",1910
uc1_$b613465.json,uc1.$b613465,Gerhart Hauptmann,Der Weisse Heiland,1920
mdp_39015030129541.json,mdp.39015030129541,Gerhart Hauptmann,Der Bogen Des Odysseus,1912
uva_x000761400.json,uva.x000761400,Gerhart Hauptmann,Das Friedensfest,1890
mdp_39015064503017.json,mdp.39015064503017,Gerhart Hauptmann,Lohengrin,1913
mdp_39015031627550.json,mdp.39015031627550,Gerhart Hauptmann,Parsival,1914
uc1_$b613328.json,uc1.$b613328,Gerhart Hauptmann,Griselda,1909
uc1_b4925892.json,uc1.b4925892,Hermann Hesse,Peter Camenzind,1904
mdp_39015038058114.json,mdp.39015038058114,Hermann Hesse,Roßhalde,1914
uc1_b3707487.json,uc1.b3707487,Hermann Hesse,Umwege,1912
njp_32101073301374.json,njp.32101073301374,Hermann Hesse,Diesseits,1907
uc1_32106002233044.json,uc1.32106002233044,Hermann Hesse,Demian,1919
pst_000005814824.json,pst.000005814824,Hermann Hesse,Schön Ist Die Jugend,1916
mdp_39015002204256.json,mdp.39015002204256,Hermann Hesse,Gertrud,1910
inu_30000055119477.json,inu.30000055119477,Hermann Hesse,Unterm Rad,1906
njp_32101073301382.json,njp.32101073301382,Hermann Hesse,Knulp; Drei Geschichte Aus Dem Leben Knulps,1915
njp_32101073301408.json,njp.32101073301408,Hermann Hesse,Romantische Lieder,1899
mdp_39015028990235.json,mdp.39015028990235,Hermann Hesse,Mörchen,1919
uc1_31158001415636.json,uc1.31158001415636,Thomas Mann,Buddenbrooks,1901
mdp_39015064451985.json,mdp.39015064451985,Thomas Mann,Fiorenza,1906
mdp_39015064452124.json,mdp.39015064452124,Thomas Mann,Herr Und Hund; Gesang Vom Kindchen,1918
mdp_39015041327803.json,mdp.39015041327803,Thomas Mann,Der Tod Und Venedig,1911
njp_32101073302513.json,njp.32101073302513,Thomas Mann,Das Wunderkind,1903
mdp_39015063838026.json,mdp.39015063838026,Thomas Mann,Königliche Hoheit,1909
mdp_39015028576141.json,mdp.39015028576141,Thomas Mann,Der Kleine Herr Friedmann; Der Wille Zum Glück; Enttöuschung; Der Bajazzo; Tobias Mindernickel; Luischen; Die Hungernden; Das Eisenbahnungsglück,1900
mdp_39015050636599.json,mdp.39015050636599,Thomas Mann,Der Weg Zum Friedhof; Tristan; Der Kleiderschrank; Luischen; Gladius Dei; Tonio Kröger,1900
njp_32101073300269.json,njp.32101073300269,Bruno Alfred Döblin,Lydia Und Möxchen,1905
uc1_$b164836.json,uc1.$b164836,Bruno Alfred Döblin,Die Drei Sprünge Des Wang-Lun,1916
njp_32101073300251.json,njp.32101073300251,Bruno Alfred Döblin,"Die Ermordung Einer Butterblume, Und Andere Erzöhlungen",1913
uc1_b3442505.json,uc1.b3442505,Bruno Alfred Döblin,Wadzeks Kampf Mit Der Dampfturbine,1918
mdp_39015030176708.json,mdp.39015030176708,Bruno Alfred Döblin,Wallenstein,1920
uc1_$b164828.json,uc1.$b164828,Bruno Alfred Döblin,Die Lobensteiner Reisen Nach Böhmen,1917
uc1_b2857437.json,uc1.b2857437,Richard Dehmel,Zwei Menschen,1903
nyp_33433047055276.json,nyp.33433047055276,Richard Dehmel,Aber Die Liebe,1893
nyp_33433081858841.json,nyp.33433081858841,Richard Dehmel,Weib Und Welt,1901
mdp_39015030176286.json,mdp.39015030176286,Richard Dehmel,Zwischen Volk Und Menschheit,1919
uc1_$b783953.json,uc1.$b783953,Richard Dehmel,Die Verwandlungen Der Venus,1907
uc1_b3633188.json,uc1.b3633188,Richard Dehmel,Schöne Wilde Welt,1913
njp_32101067528982.json,njp.32101067528982,Richard Dehmel,Der Mitmensch,1896
uc1_$b781802.json,uc1.$b781802,Richard Dehmel,Erlösungen,1891
wu_89103501581.json,wu.89103501581,Richard Dehmel,Kriegs-Brevier,1917
uc1_$b781805.json,uc1.$b781805,Richard Dehmel,Die Menschenfreunde,1917
uc1_$b614739.json,uc1.$b614739,Richard Dehmel,Michel Michael,1911
pst_000007426834.json,pst.000007426834,Richard Dehmel,Lebensblötter,1895
njp_32101067528958.json,njp.32101067528958,Richard Dehmel,Lucifer,1899
mdp_39015084410318.json,mdp.39015084410318,Richard Dehmel,Fitzebutze,1907
njp_32101051404323.json,njp.32101051404323,Richard Dehmel,Die Lebensmesse,1909
uiuo_ark+=13960=t6j10bd46.json,uiuo.ark:/13960/t6j10bd46,Paul Scheerbart,Das Graue Tuch Und Zehn Prozent Weiß,1914
uc1_b3526028.json,uc1.b3526028,Paul Scheerbart,Die Grosse Revolution,1902
uiuo_ark+=13960=t7qn6dp7c.json,uiuo.ark:/13960/t7qn6dp7c,Paul Scheerbart,Immer Mutig!,1902
njp_32101074767540.json,njp.32101074767540,Paul Scheerbart,Das Paradies,1893
njp_32101074767532.json,njp.32101074767532,Paul Scheerbart,Die Seeschlange,1901
njp_32101074767177.json,njp.32101074767177,Paul Scheerbart,Astrale Novelletten,1912
uc1_b3463385.json,uc1.b3463385,Paul Scheerbart,Lesaböndio,1913
hvd_hny5af.json,hvd.hny5af,Paul Scheerbart,Liwûna Und Kaidôh,1902
njp_32101067189694.json,njp.32101067189694,Paul Scheerbart,Cervantes,1904
njp_32101074767524.json,njp.32101074767524,Paul Scheerbart,Der Tod Der Barmekiden,1897
njp_32101007618042.json,njp.32101007618042,Paul Scheerbart,Ich Liebe Dich!,1897
njp_32101019500014.json,njp.32101019500014,Paul Scheerbart,Rakkóx Der Billionär,1901
uc1_$b784360.json,uc1.$b784360,Paul Scheerbart,Münchhausen Und Clarissa,1906
njp_32101037953682.json,njp.32101037953682,Paul Scheerbart,Der Aufgang Der Sonne,1903
njp_32101074767557.json,njp.32101074767557,Paul Scheerbart,Na Prost!,1898
njp_32101074767565.json,njp.32101074767565,Paul Scheerbart,Das Große Licht,1912
njp_32101019500006.json,njp.32101019500006,Paul Scheerbart,Der Kaiser Von Utopia,1904
njp_32101020527287.json,njp.32101020527287,Paul Scheerbart,Tarub,1897
hvd_32044087194361.json,hvd.32044087194361,Paul Scheerbart,Machtspöße,1904
nyp_33433043339195.json,nyp.33433043339195,Karl May,Der Schut,1892
nyp_33433043339245.json,nyp.33433043339245,Karl May,»Weihnacht!«,1897
nyp_33433071631497.json,nyp.33433071631497,Karl May,Im Reiche Des Silbernen Löwen,1898
inu_30000007129244.json,inu.30000007129244,Karl May,Der Schatz Im Silbersee,1890
inu_30000048968618.json,inu.30000048968618,Karl May,Im Land Des Mahdi,1896
nnc1_cu50308807.json,nnc1.cu50308807,Karl May,Der Schwarze Mustang,1896
nyp_33433071631554.json,nyp.33433071631554,Karl May,Satan Und Ischariot,1896
osu_32435079501748.json,osu.32435079501748,Karl May,Am Stillen Ocean,1894
inu_30000120622018.json,inu.30000120622018,Karl May,Himmelgedanken,1900
nnc1_0315056392.json,nnc1.0315056392,Achim Von Arnim,"Armuth, Reichtum, Schuld Und Buße Der Gröfin Delores",1810
hvd_hwsq26.json,hvd.hwsq26,Achim Von Arnim,Halle Und Jerusalem,1811
uc1_b3445032.json,uc1.b3445032,Achim Von Arnim,Das Gleichen,1819
inu_32000013165834.json,inu.32000013165834,Achim Von Arnim,Isabella Von Ägypten; Kaiser Karl Des Fünften Erste Jugendliebe,1812
njp_32101067641231.json,njp.32101067641231,Achim Von Arnim,Fürst Ganzgott Und Sönger Halbgott,1818
hvd_hnws4c.json,hvd.hnws4c,Achim Von Arnim,Hollin'S Liebeleben,1802
wu_89068016393.json,wu.89068016393,Achim Von Arnim,Schaubühne,1813
mdp_39015041626840.json,mdp.39015041626840,Achim Von Arnim,Die Majoratsherren,1820
wu_89005898424.json,wu.89005898424,Clemens Brentano,Aus Der Chronicka Eines Fahrenden Schülers,1818
njp_32101068564747.json,njp.32101068564747,Clemens Brentano,Die Mehreren Wehmüller Und Ungarischen Nationalgesichter,1817
uc1_b4132718.json,uc1.b4132718,Clemens Brentano,Romanzen Vom Rosenkranz,1852
njp_32101068564721.json,njp.32101068564721,Clemens Brentano,Gustav Wasa,1800
uc1_$b781799.json,uc1.$b781799,August Graf Von Platen,Venezianische Sonette,1825
uc1_$b157007.json,uc1.$b157007,August Graf Von Platen,Lyrische Blötter,1821
wu_89016569816.json,wu.89016569816,Ferdinand Freiligrath,Ein Glaubensbekenntniß,1844
wu_89016803652.json,wu.89016803652,Ferdinand Freiligrath,Zwischen Zwei Garben,1849
uc1_a0000025619.json,uc1.a0000025619,Friedrich Hebbel,Agnes Bernauer,1851
wu_89038317368.json,wu.89038317368,Friedrich Hebbel,Die Nibelungen,1861
uc1_$b459824.json,uc1.$b459824,Friedrich Hebbel,Ein Trauerspiel In Sizilien,1847
mdp_39015030196003.json,mdp.39015030196003,Friedrich Hebbel,Herodes Und Mariamne,1848
wu_89103442612.json,wu.89103442612,Friedrich Hebbel,Demetrius (Unfinished),1864
njp_32101066417120.json,njp.32101066417120,Friedrich Hebbel,Gyges Und Sein Ring,1854
uc1_a0001440551.json,uc1.a0001440551,Friedrich Hebbel,Judith,1840
uc1_$b156229.json,uc1.$b156229,Friedrich Hebbel,Der Diamant,1841
uc1_l0095274189.json,uc1.l0095274189,Stephan George,Der Siebente Ring,1907
njp_32101066456573.json,njp.32101066456573,Stephan George,Der Stern Des Bundes,1914
uc1_32106002231188.json,uc1.32106002231188,Stephan George,Hymnen; Pilgerfahrten; Algabal,1890
uc1_32106002231238.json,uc1.32106002231238,Stephan George,Der Teppich Des Lebens Und Die Lieder Von Traum Und Tod Mit Einem Vorspiel,1900
hvd_32044020408407.json,hvd.32044020408407,Stephan George,Die Bücher Der Hirten- Und Preisgedichte Der Sagen Und Sönge Und Der Höngenden Garten,1895
arnim_wunderhorn01_1806.TEI-P5.json,,Achim Von Arnim,"Des Knaben Wunderhorn, Bd. 1",1806
arnim_wunderhorn02_1808.TEI-P5.json,,Achim Von Arnim,"Des Knaben Wunderhorn, Bd. 2",1808
arnim_wunderhorn03_1808.TEI-P5.json,,Achim Von Arnim,"Des Knaben Wunderhorn, Bd. 3",1808
brentano_gockel_1838.TEI-P5.json,,Clemens Brentano,"Gockel, Hinkel, Gackeleia",1838
brentano_kasperl_1838.TEI-P5.json,,Clemens Brentano,Geschichte Vom Braven Kasperl Und Dem Schänen Annerl,1817
buechner_danton_1835.TEI-P5.json,,Georg Büchner,Dantons Tod,1835
buerger_gedichte_1778.TEI-P5.json,,Gottfried August Bürger,Gedichte,1778
busch_max_1865.TEI-P5.json,,Wilhelm Busch,Max Und Moritz,1865
campe_robinson01_1779.TEI-P5.json,,Joachim Heinrich Campe,"Robinson Der Jüngere, Bd. 1",1779
campe_robinson02_1780.TEI-P5.json,,Joachim Heinrich Campe,"Robinson Der Jüngere, Bd. 2",1780
chamisso_schlemihl_1814.TEI-P5.json,,Adelbert Von Chamisso,Peter Schlemihl,1814
der_freigeist.json,,Gotthold Ephraim Lessing,Der Freigeist,1749
eichendorff_ahnung_1815.TEI-P5.json,,Joseph Von Eichendorff,Ahnung Und Gegenwart,1815
eichendorff_dichter_1834.TEI-P5.json,,Joseph Von Eichendorff,Dichter Und Ihre Gesellen,1834
eichendorff_gedichte_1837.TEI-P5.json,,Joseph Von Eichendorff,Gedichte,1837
eichendorff_taugenichts_1826.TEI-P5.json,,Joseph Von Eichendorff,Aus Dem Leben Eines Taugenichts Und Das Marmorbild,1826
fontane_briest_1896.TEI-P5.json,,Theodor Fontane,Effi Briest,1896
fontane_gedichte_1851.TEI-P5.json,,Theodor Fontane,Gedichte,1851
fontane_irrungen_1888.TEI-P5.json,,Theodor Fontane,"Irrungen, Wirrungen",1888
fontane_stechlin_1899.TEI-P5.json,,Theodor Fontane,Der Stechlin,1899
fontane_wuthenow_1883.TEI-P5.json,,Theodor Fontane,Schach Von Wuthenow,1883
gellert_leben01_1747.TEI-P5.json,,Christian Fürchtegott Gellert,"Das Leben Der Schwedischen Gräfin Von G***, Bd 1",1747
gellert_leben02_1748.TEI-P5.json,,Christian Fürchtegott Gellert,"Das Leben Der Schwedischen Gräfin Von G***, Bd 2",1748
george_seele_1897.TEI-P5.json,,Stephan George,Das Jahr Der Seele,1897
gerstenberg_ugolino_1768.TEI-P5.json,,Heinrich Wilhelm Gerstenberg,Ugolino,1768
gespraeche_fuer_freimaurer.json,,Gotthold Ephraim Lessing,Ernst Und Falk - Gespräche Für Freymäurer,1776
goethe_faust01_1808.TEI-P5.json,,Johann Wolfgang Von Goethe,"Faust, Eine Tragädie",1808
goethe_faust02_1832.TEI-P5.json,,Johann Wolfgang Von Goethe,"Faust, Der Tragädie Zweiter Teil",1832
goethe_iphigenie_1787.TEI-P5.json,,Johann Wolfgang Von Goethe,Iphegenie Auf Tauris,1787
goethe_lehrjahre01_1795.TEI-P5.json,,Johann Wolfgang Von Goethe,"Wilhelm Meisters Lehrjahre, Bd. 1",1795
goethe_lehrjahre02_1795.TEI-P5.json,,Johann Wolfgang Von Goethe,"Wilhelm Meisters Lehrjahre, Bd. 2",1795
